,County,WaterstatsID,UtilityType,UtilityName,AWWAGroup,Category,Region,AWWA_City,State_Name,State,Zip,Country,FIPS,City,PopDens,MedianIncome,Ground,Surface,Purchases,PrimarySource,SplitPercent,ResidentialRateStr,RateStruct,Seasonal,ResCharges1000cfService,ResCharges1000cfVolume,ResCharges1000cfTotal,ResCharges1500cfService,ResCharges1500cfVolume,ResCharges1500cfTotal,FixedChargeRatio,WWCharges1000cfService,WWCharges1000cfVolume,WWCharges1000cfTotal,WWCharges1500cfService,WWCharges1500cfVolume,WWCharges1500cfTotal,CombResCharges1000cfService,CombResCharges1000cfVolume,CombResCharges1000cfTotal,CombResCharges1500cfService,CombResCharges1500cfVolume,CombResCharges1500cfTotal,MGDailyWaterTreatmntProdCapacity,MGDAverageDayWaterProduction,MGDMaxDayWaterProduction,AvgPlantUtilization,MaxPlantUtilization,AnnualMGallonsSoldResNonres,AnnualMGallonsSoldWholesale,AnnualMGallonsSoldTotal,SvcPopRetail,SvcPopWholesale,SvcPopTotal,X.x,ScvPop,DailyPerCapitaConsumptionGallons,ActiveAccountResidential,ActiveAccountNonRes,AccountRatio_NonRes,ActiveAccountWholesale,ActiveAccountTotal,BSFullTimeEmployees,MGYWWTotalGallonsTreated,WaterPerEmployee,BSTotalAssets,BSLongtermDebt,DebtRatio,BSTotalAssetsComb,BSLongTermDebtComb,DebtRatioComb,ISOperatingRevenues,ISBeforeDepreciation,IncomeStatement_Depreciation_Expense,OpExpRev,ISInterestExpense,ISNetIncome,DebtPerMG,OpExpPerMG,NonOperatingRevenue,NonOperatingIncome,ISOperatingRevenuesComb,ISBeforeDepreciationComb,OpExpRevComb,ISInterestExpenseComb,ISNetIncomeComb,AverageCapitalNeeds,IncomeStatement_W_C_WW,WaterIS_Period,WastewaterIS_Period,UtilityType.1,WaterOnly,TempAve,TempVar,PrecipAnnual,PrecipSeasonal,MaxCumDef,NDI,X.y,mean,depth
289,Summit,1397,2,"Akron Public, City of - Utilities Bureau",B,U,Midwest,Akron,Ohio,OH,44308,USA,39153,Akron,1313.9,41634,0,100,0,1,2,DB,3,0,2.94,21.4,24.34,2.94,32.1,35.04,0.09,2.58,37.94,40.52,2.58,56.91,59.49,5.52,59.34,64.86,5.52,89.01,94.53,67,34.33,42.01,51.24%,62.70%,7658.840104,1403.345454,9062.185558,251471,48529,3.00E+05,1,3.00E+05,82.75968546,77024,7409,0.096190798,4,84437,163,25100,55.59623042,"161,592,049.00","49,366,382.00",0.31,"420,306,865.00","107,552,198.00",0.26,33652313,"22,486,159.00",4942125,0.67,"2,523,155.00","3,772,712.00","5,447.51","2,481.32",1,0,"72,158,941.00","47,962,741.00",0.66,"5,548,374.00",6591577,"6,504,000.00",Water only,CY08,CY08,2,1,10.11,12.24,952.05,1.62,4.667532328,16.99810774,1438,1481.417476,1178.605812
290,Sumner,2318,1,"White House Utility District, TN",C,U,South,White House,Tennessee,TN,37188,USA,47165,White House,264.7,67547,0,99.95,0.05,1,2,U,1,0,5.5,41.29,46.79,5.5,61.93,67.43,0.09,0,0,0,0,0,0,5.5,41.29,46.79,5.5,61.93,67.43,20,10.5,15,52.50%,75.00%,2150,335,2485,87000,9500,96500,0,96500,70.55149407,27797,1206,0.043385977,2,29005,71,0,35,"140,019,577.00","50,183,439.00",0.36,"140,019,577.00","50,183,439.00",0.36,14568263,"10,489,975.00",3699099,0.72,"2,755,771.00","9,472,344.00","20,194.54","4,221.32",1,0,"14,568,263.00","10,489,975.00",0.72,"2,755,771.00",9472344,"8,780,000.00",Combined water and wastewater,CY09,N / R,1,1,14.46,11.14,"1,294.17",1.45,0.034984399,0.734871448,1439,894.3424036,337.800517
291,Tarrant,1504,3,Tarrant Regional Water District,A,U,South,Fort Worth (Tarrant),Texas,TX,76164,USA,48439,Fort Worth,1805.3,60393,0,100,0,1,2,NA,NA,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,0,0,0,0,0,283.23,522.58,0.00%,0.00%,0,110618,110618,0,1800000,1800000,0,0,168.3683409,0,0,#DIV/0!,70,70,225,0,491.6355556,0,0,#DIV/0!,0,0,#DIV/0!,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,#DIV/0!,0,0,"119,000,000.00",Water only,FY09,N / R,3,0,18.44,10.78,887.96,2,24.23719907,348.4575026,1460,901.4651163,736.9443782
292,Tarrant,1503,2,Fort Worth Water Department,A,U,South,Fort Worth (City),Texas,TX,76123,USA,48439,Fort Worth,1805.3,48486,0,0,100,4,,IB,2,0,7,20.52,27.52,7,33.82,40.82,0.21,5.1,26.4,31.5,5.1,39.6,44.7,12.1,46.92,59.02,12.1,73.42,85.52,485,197.1,232.6,40.64%,47.96%,38209,21598,59807,720250,358471,1078721,0,1078721,151.8972881,196310,21160,0.107788702,30,217500,479.5,38890,124.7278415,"2,373,177,000.00","690,476,000.00",0.29,"2,373,177,000.00","690,476,000.00",0.29,177896510,"118,943,503.00",0,0.67,0,"4,949,652.00","11,545.07","1,988.79",1,0,"304,133,870.00","188,061,942.00",0.62,0,4334654,"75,000,000.00",Water only,FY09,FY09,2,1,18.44,10.78,887.96,2,24.23719907,348.4575026,1460,901.4651163,736.9443782
293,Tarrant,8079,2,"Southlake, City of",C,U,South,Southlake,Texas,TX,76092,USA,48439,Southlake,1805.3,172040,0,0,100,4,,IB,2,0,26.6,16.28,42.88,26.6,27.99,54.59,0.95,26.16,16.44,42.6,26.16,24,50.16,52.76,32.72,85.48,52.76,51.99,104.75,0,0,0,0.00%,0.00%,3012,0,3012,26917,0,26917,1,0,306.5740905,8400,1300,0.154761905,0,9700,21.5,0,140.0930233,"141,484,684.00","46,692,879.00",0.33,"141,484,684.00","46,692,879.00",0.33,19681296,"11,240,043.00",3703019,0.57,"3,070,718.00","4,084,035.00","15,502.28","3,731.75",0,0,"19,681,296.00","22,480,086.00",1.14,"6,141,436.00",8168067,"3,720,000.00",Combined water and wastewater,CY09,FY09,2,0,18.44,10.78,887.96,2,24.23719907,348.4575026,1460,901.4651163,736.9443782
294,Tarrant,1491,2,Arlington Water Department,B,U,South,Arlington,Texas,TX,76010,USA,48439,Arlington,1805.3,62280,0,0,0,4,,IB,2,0,8.47,12.47,20.94,8.47,21.23,29.7,0.4,7.85,21.14,28.99,7.85,33.22,41.07,16.32,33.61,49.93,16.32,54.45,70.77,174,59.54,115.2,34.22%,66.21%,17784.642,0.422,17785.064,368901,3000,371901,0,0,131.019284,93131,4699,0.05045581,1,97831,201,0,88.48290547,"617,202,000.00","92,115,000.00",0.15,"617,202,000.00","92,115,000.00",0.15,112500000,"95,500,000.00",12273,0.85,"1,108.00","18,237.00","5,179.35","5,369.67",0,1,"112,500,000.00","154,730,000.00",1.38,"1,109,108.00",20363237,"19,219,904.67",Combined water and wastewater,FY09,FY09,2,0,18.44,10.78,887.96,2,24.23719907,348.4575026,1460,901.4651163,736.9443782
295,Tarrant,4101,2,"Mansfield, City of",C,U,South,Mansfield,Texas,TX,76063,USA,48439,Mansfield,1805.3,87314,0,100,0,1,2,IB,2,0,15.97,14.1,30.07,15.97,24.01,39.98,0.67,13.31,11.5,24.81,13.31,19.6,32.91,29.28,25.6,54.88,29.28,43.61,72.89,30,7.95,21.991,26.50%,73.30%,3399.6459,19.5283,3419.1742,57170,0,57170,0,57170,163.8551784,17014,1544,0.090748795,1,18559,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,0,#DIV/0!,0,0,0,0,0,0,0,0,#DIV/0!,0,0,#DIV/0!,Water only,FY09,N / R,2,1,18.44,10.78,887.96,2,24.23719907,348.4575026,1460,901.4651163,736.9443782
296,Taylor,20098,2,City of Abilene,C,U,South,Abilene,Texas,TX,79601,USA,48441,Abilene,138.8,43167,0,100,0,1,2,IB,2,0,10.4,17.84,28.24,10.4,30.64,41.04,0.34,9,8.61,17.61,9,12.3,21.3,19.4,26.45,45.85,19.4,42.94,62.34,51,21.1,34.73,41.37%,68.10%,6036.1,1028.1,7064.2,124607,36755,161362,0,0,119.9413282,34386,4479,0.1302565,32,38897,113,4075.6,62.51504425,"196,187,107.00","48,252,658.00",0.25,"196,187,107.00","48,252,658.00",0.25,34903504,"23,378,686.00",4903287,0.67,"2,147,265.00","5,405,445.00","6,830.59","3,309.46",0,1,"34,903,504.00","23,378,686.00",0.67,"2,147,265.00",5405445,"3,640,000.00",Combined water and wastewater,FY09,N / R,2,0,17.79,10.24,623.56,3.02,0.242525666,16.4142274,1462,998.6712329,778.5683809
297,Tazewell,20025,4,City of Pekin,X,U,Midwest,Pekin,Illinois,IL,61554,USA,17179,Pekin,197.9,49660,0,0,0,NA,,NA,NA,0,0,0,0,0,0,0,#DIV/0!,3,14.89,17.89,3,22.33,25.33,,,17.89,3,22.33,25.33,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,#DIV/0!,0,0,#DIV/0!,0,0,0,1401.51,#DIV/0!,0,0,#DIV/0!,"16,151,392.00",0,0,0,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,0,0,"2,578,471.00","1,742,517.00",0.68,0,165240,#DIV/0!,,N / R,FY09,4,0,10.93,13.27,931.33,2.03,1.015174951,49.19442672,1463,2676.454545,2064.877254
298,Travis,1492,2,Austin Water Utility,A,U,South,Austin,Texas,TX,78701,USA,48453,Austin,901.2,55829,0,100,0,1,2,IB,2,1,6.7,16.36,23.06,6.7,35.24,41.94,0.19,8.5,49.22,57.72,8.5,78.13,86.63,15.2,65.58,80.78,15.2,113.37,128.57,285,146.113,239.746,51.27%,84.12%,44629.9,3624.7,48254.6,843000,44000,887000,0,887000,149.0466557,189319,21703,0.1146372,18,211040,535,29943.9,90.19551402,"1,544,231,152.00","940,153,900.00",0.61,"3,137,253,395.00","1,962,633,348.00",0.63,195479950,"95,807,544.00",36491743,0.49,"42,925,067.00","-3,668,135.00","19,483.20","1,985.46",0,1,"391,896,158.00","172,437,876.00",0.44,"89,484,512.00",32989346,"182,103,200.00",Water only,FY09,FY09,2,1,19.75,9.16,847.6,1.88,1.013372223,11.8770658,1498,4077.37037,2328.127031
299,Tulsa,1424,2,Tulsa Public Works Department,A,U,South,Tulsa,Oklahoma,OK,74103,USA,40143,Tulsa,999.5,46186,0,100,0,1,2,U,1,0,4.2,16.59,20.79,4.2,26.07,30.27,0.16,4.5,24.92,29.42,4.5,39.16,43.66,8.7,41.51,50.21,8.7,65.23,73.93,220,102.97,170.53,46.80%,77.51%,25220,7440,37668,365000,410000,775000,0,775000,133.1612903,129568,13184,0.101753519,82,142834,469,25185,80.31556503,"591,243,832.00","129,896,065.00",0.22,"1,137,887,627.00","288,316,763.00",0.25,75019019,"65,442,364.00",10514638,0.87,0,"3,566,844.00","3,448.45","1,737.35",1,1,"129,277,981.00","109,075,894.00",0.84,"4,970,915.00",10527710,"26,920,000.00",Water only,FY09,FY09,2,1,15.42,12.2,997.12,2.59,0.278612643,10.2193461,1512,894.2142857,437.8206831
300,Unicoi,2276,2,Erwin Utilities,C,U,South,Erwin,Tennessee,TN,37650,USA,47171,Erwin,94.4,38769,100,0,0,2,2,U,1,0,6.47,9.72,16.19,6.47,14.59,21.06,0.44,4.45,20.27,24.72,4.45,30.41,34.86,10.92,29.99,40.91,10.92,45,55.92,3.54,1.79,2.26,50.56%,63.84%,362.04,148.341,510.381,10500,4000,14500,1,14500,96.43476618,4748,538,0.113310868,1,5287,14,535.57,36.45578571,"6,885,676.00","1,009,114.00",0.15,"12,781,995.00","1,582,576.00",0.12,1265932.9,"999,574.70",212899,0.79,"19,585.00","54,640.64","1,977.18","1,958.49",0,0,"2,128,511.90","1,664,072.70",0.78,"37,751.00",115073.64,"940,000.00",Water only,FY09,FY09,2,1,11.44,10.04,"1,290.22",1.52,0.001147656,1.959055878,1525,2121,1808.845212
301,Utah,1539,2,Provo City Water Resources,B,U,West,Provo,Utah,UT,84603,USA,49049,Provo,200.7,44875,96,4,0,2,1,U,1,1,-,-,12.09,-,-,$14.49 ,#VALUE!,4.26,8.74,13,4.26,13.11,17.37,#VALUE!,#VALUE!,25.09,#VALUE!,#VALUE!,31.86,0,25.2,70,0.00%,0.00%,7452.8,0,7452.8,121000,0,121000,1,121000,168.7490094,16681,1948,0.11677957,0,18629,59,4708.5,126.3186441,"44,041,052.00","1,476,627.00",0.03,"72,635,149.00","8,555,828.00",0.12,6728777,"7,943,079.00",0,1.18,0,"-667,688.00",198.13,"1,065.78",1,1,"11,407,656.00","13,495,241.00",1.18,0,-1320005,"2,785,000.00",Water only,FY09,FY09,2,1,6.47,13.3,515.24,2.12,0.096076443,6.790036739,1529,2417.515789,2037.53083
302,Virginia Beach,20102,2,Virginia Beach Public Utilities,B,U,South,Virginia Beach,Virginia,VA,23456,USA,51810,Virginia Beach,1718.1,63697,0,100,0,1,2,U,1,0,4.1,30.66,34.76,4.1,46,50.1,0.09,19.54,0,19.54,19.54,0,19.54,23.64,30.66,54.3,23.64,46,69.64,0,0,0,0.00%,0.00%,11300,0,11300,433511,0,433511,1,0,71.41434499,125743,5624,0.044726148,0,131367,195,0,57.94871795,"718,958,761.00","120,535,418.00",0.17,"718,958,761.00","120,535,418.00",0.17,92216200,"70,074,154.00",20471892,0.76,0,"5,000,608.00","10,666.85","6,201.25",1,1,"92,216,200.00","140,148,308.00",1.52,0,10001216,"5,680,810.00",Combined water and wastewater,FY09,FY09,2,0,7.87,5.21,816.82,1.64,1.832243603,1.186276599,1548,625.1926606,173.8795601
303,Wake,1256,2,"Raleigh, City of",B,U,South,Raleigh,North Carolina,NC,27602-0590,USA,37183,Raleigh,868.3,60959,0,100,0,1,2,U,1,0,4.81,24.3,29.11,4.81,36.45,41.26,0.13,3.81,22.2,26.01,3.81,33.3,37.11,8.62,46.5,55.12,8.62,69.75,78.37,86,47.98,67,55.79%,77.91%,15335,0,15335,450000,0,450000,1,0,93.36377473,150580,13991,0.092914066,2,164573,87,16151.8,176.2643678,"1,271,928,008.00","564,204,448.00",0.44,"1,271,928,008.00","564,204,448.00",0.44,112130209,"87,979,124.00",27145124,0.78,"19,303,929.00","-9,580,535.00","36,791.94","5,737.15",0,0,"112,130,209.00","175,958,248.00",1.57,"38,607,858.00",-19161070,"19,867,700.00",Combined water and wastewater,FY09,FY09,2,0,15.54,10.42,"1,159.81",1.43,0.085961323,0.414240138,1556,1148.037634,613.5314646
304,Wake,2368,2,Cary Utility Department,C,U,South,Cary,North Carolina,NC,27512,USA,37183,Cary,868.3,98245,0,100,0,1,2,IB,2,0,3.07,28.12,31.19,3.07,77,80.07,0.04,3.07,52.66,55.73,3.07,78.99,82.06,6.14,80.78,86.92,6.14,155.99,162.13,30.8,13.328,21.979,43.27%,71.36%,4525.025,106.198,4631.223,155000,0,155000,0,0,81.85988511,53700,5100,0.094972067,1,58801,175,4326.68,26.46413143,"443,589,582.00","126,189,433.00",0.28,"443,589,582.00","126,189,433.00",0.28,46539651,"30,426,987.00",10050865,0.65,"3,433,595.00","23,359,004.00","27,247.54","6,569.97",0,0,"46,539,651.00","60,853,974.00",1.31,"6,867,190.00",46718008,"25,584,364.80",Combined water and wastewater,FY09,FY09,2,0,15.54,10.42,"1,159.81",1.43,0.085961323,0.414240138,1556,1148.037634,613.5314646
305,Warren,2657,2,Warren County Water District,C,U,South,Warren County,Kentucky,KY,42102-4780,USA,21227,bowling Green,181.7,47278,0,0,100,4,,DB,3,0,10.52,16.93,27.45,10.52,27.67,38.19,0.38,8.88,19.94,28.82,8.88,29.72,38.6,19.4,36.87,56.27,19.4,57.39,76.79,0,0,0,0.00%,0.00%,2076.664,0,2076.85,0,0,60000,1,60000,94.83333333,22790,1680,0.073716542,0,24470,56,0,37.08660714,"74,324,609.37","11,328,229.08",0.15,"107,938,506.87","12,895,576.46",0.12,7210451.49,"4,834,642.61",1598567,0.67,"604,310.21","846,141.80","5,454.52","2,327.87",1,1,"8,826,266.90","5,760,265.47",0.65,"677,183.47",4560221.03,"1,300,000.00",Water only,CY09,CY09,2,1,14,11.4,"1,269.47",1.44,0.101969788,0.606613411,1571,1762.896035,1161.632198
306,Washington,1484,2,Johnson City Water Department,C,U,South,Johnson City,Tennessee,TN,37601,USA,47179,Johnson City,339.5,53590,0,100,0,1,2,DB,3,0,3.96,22.96,26.92,3.96,34.45,38.41,0.11,4.31,32.39,36.7,4.31,48.58,52.89,8.27,55.35,63.62,8.27,83.03,91.3,28,15.12,17.73,54.00%,63.32%,3367.9,0,3367.9,100000,0,1.00E+05,1,0,92.27123288,41424,0,0,0,41424,81,2448.6,41.57901235,"165,137,342.00","74,082,602.00",0.45,"165,137,342.00","74,082,602.00",0.45,26484256,"16,680,596.00",3962446,0.63,"2,472,071.00","3,166,479.00","21,996.68","4,952.82",0,1,"26,484,256.00","33,361,192.00",1.26,"4,944,142.00",6332958,"22,252,000.00",Combined water and wastewater,Other,Other,2,0,12.92,10.27,"1,161.01",1.54,0.008030873,0.736681381,1578,1935.387963,1495.313325
307,Washington,1425,1,Tualatin Valley Water District,B,U,West,Beaverton,Oregon,OR,97006,USA,41067,Beaverton,682,62595,0,0,100,4,,IB,2,0,6.49,24.5,30.99,6.49,37.8,44.29,0.17,0,0,0,0,0,0,6.49,24.5,30.99,6.49,37.8,44.29,0,0,0,0.00%,0.00%,7629,0,7629,201300,0,201300,1,201300,103.8319417,55707,1502,0.0269625,0,57209,113,0,67.51327434,"281,336,877.00","11,327,031.00",0.04,"281,336,877.00","11,327,031.00",0.04,27907216,"22,730,129.00",3308418,0.81,"788,082.00","8,269,084.00","1,484.73","2,979.44",1,0,"27,907,216.00","22,730,129.00",0.81,"788,082.00",8269084,"58,376,000.00",Water only,FY09,N / R,1,1,10.16,7.76,"1,369.17",8.97,0.11575783,0.801511487,1578,1935.387963,1495.313325
308,Washoe,1338,1,Truckee Meadows Water Authority,B,U,West,Reno,Nevada,NV,89520,USA,32031,Reno,60.1,53005,8.8,91.2,0,1,1,IB,2,0,15.7,13.1,28.8,15.7,24.22,39.92,0.65,0,0,0,0,0,0,15.7,13.1,28.8,15.7,24.22,39.92,171,65.974,128.786,38.58%,75.31%,16592.36,1560.381,18152.741,304141,45829,349970,1,349970,142.1080006,80824,8526,0.105488469,3,89353,170.5,0,106.4676892,"836,242,938.00","472,689,435.00",0.57,"836,242,938.00","472,689,435.00",0.57,70225086,"40,514,306.00",22153951,0.58,"23,481,043.00","-7,527,551.00","26,039.56","2,231.86",1,1,"70,225,086.00","40,514,306.00",0.58,"23,481,043.00",-7527551,#DIV/0!,Water only,FY09,N / R,1,1,8.1,11.88,323.01,5.21,0.059598354,0.571481107,1580,1780.301939,1434.481059
309,Washtenaw,3111,2,Ypsilanti Community Utilities Authority,C,U,Midwest,Ypsilanti,Michigan,MI,48198-9112,USA,26161,Ypsilanti,477.4,37416,0,0,100,4,,U,1,0,9.47,13.55,23.02,9.47,23.22,32.69,0.41,9.72,13.13,22.85,9.72,22.5,32.22,19.19,26.68,45.87,19.19,45.72,64.91,0,0,0,0.00%,0.00%,2497.9,1646.4,4144.3,75000,25000,1.00E+05,1,1.00E+05,113.5424658,20179,1296,0.064225185,4,21479,32,8299,129.509375,"272,953,490.00","65,108,947.00",0.24,"272,953,490.00","65,108,947.00",0.24,13920888,"10,142,324.00",2166139,0.73,0,"1,574,259.00","15,710.48","2,447.29",1,0,"33,292,151.00","26,841,881.00",0.81,0,-4576390,"6,023,940.00",Water only,FY09,FY09,2,1,9.26,12.93,840.21,1.62,0.202036831,4.095503218,1581,808.8333333,377.2064381
310,Washtenaw,1176,1,Ann Arbor Utilities Department,C,U,Midwest,Ann Arbor,Michigan,MI,48107,USA,26161,Ann Arbor,477.4,60550,20,80,0,1,,IB,2,0,3.75,15.27,19.02,3.75,27.42,31.17,0.14,0,0,0,0,0,0,3.75,15.27,19.02,3.75,27.42,31.17,50,12.675,20.775,25.35%,41.55%,4198.58,506.22,4704.8,113832,20778,134610,0,134610,95.75709839,22382,5820,0.260030382,2,28204,59,0,79.74237288,"110,015,302.00","43,730,000.00",0.4,"110,015,302.00","43,730,000.00",0.4,18403080,"14,442,403.00",2593654,0.78,"1,935,493.00","274,538.00","9,294.76","3,069.72",0,1,"18,403,080.00","14,442,403.00",0.78,"1,935,493.00",274538,"8,284,600.00",Water only,FY09,N / R,1,1,9.26,12.93,840.21,1.62,0.202036831,4.095503218,1581,808.8333333,377.2064381
311,Waukesha,2774,1,Waukesha Water Utility,C,U,Midwest,Waukesha,Wisconsin,WI,53188,USA,55133,Waukesha,662.9,65500,100,0,0,2,2,IB,2,0,11.65,15.38,27.03,11.65,23.68,35.33,0.49,0,0,0,0,0,0,11.65,15.38,27.03,11.65,23.68,35.33,6.9,6.8,9.3,98.55%,134.78%,2286,0,2286,68000,0,68000,1,68000,92.10314263,16972,2528,0.148951214,0,19500,33,0,69.27272727,"79,859,000.00","13,225,000.00",0.17,"79,859,000.00","13,225,000.00",0.17,8302000,"6,872,000.00",1809395,0.83,"572,192.00","334,487.00","5,785.21","3,006.12",0,1,"8,302,000.00","6,872,000.00",0.83,"572,192.00",334487,"3,584,751.80",Water only,FY08,N / R,1,1,8.14,13.77,842.43,2.71,0.211842363,1433.192679,1584,1545.881279,906.1817194
312,Waukesha,6969,2,City of Brookfield,C,U,Midwest,Brookfield,Wisconsin,WI,53005,USA,55133,Brookfield,662.9,99687,100,0,0,2,2,DB,3,0,4.45,16.38,20.83,4.45,24.57,29.02,0.18,17.33,19.3,36.63,17.33,28.95,46.28,21.78,35.68,57.46,21.78,53.52,75.3,16.11,3.42,6.74,21.23%,41.84%,1155.7,0,1155.7,28500,0,28500,1,28500,111.0982937,9795,783,0.079938744,0,10578,18,0,64.20555556,"68,645,709.00","13,961,279.00",0.2,"179,154,618.00","28,767,512.00",0.16,4537011,"2,484,496.00",1383825,0.55,"713,303.00","-634,013.00","12,080.37","2,149.78",0,0,"13,207,495.00","10,568,908.00",0.8,"1,263,060.00",-1110626,"2,852,800.00",Water only,CY09,CY09,2,1,8.14,13.77,842.43,2.71,0.211842363,1433.192679,1584,1545.881279,906.1817194
313,Whitfield,1055,2,Dalton Utilities,B,U,South,Dalton,Georgia,GA,30722,USA,13313,Dalton,313.1,44873,0,91.5,8.5,1,1,IB,2,0,10.6,9.65,20.25,10.6,15.03,25.63,0.71,9.6,16.65,26.25,9.6,26.14,35.74,20.2,26.3,46.5,20.2,41.17,61.37,65.5,23.3,38,35.57%,58.02%,8466,0,8466,91754,0,91754,0,91754,252.790293,32537,2493,0.076620463,0,35030,41,7281,206.4878049,"202,490,000.00","11,976,000.00",0.06,"402,925,000.00","11,976,000.00",0.03,18302000,"13,665,000.00",6914000,0.75,"973,000.00","-3,001,000.00","1,414.60","1,614.10",0,0,"38,726,000.00","27,298,000.00",0.7,"1,945,000.00",-3801000,"10,148,038.20",Water only,FY09,FY09,2,1,15.13,10.32,"1,364.58",1.43,0.005753883,0.419507673,1608,1359,NA
314,Will,3277,4,Village of Bolingbrook,X,U,Midwest,Bolingbrook,Illinois,IL,60440,USA,17197,Bolingbrook,735.5,88737,0,0,0,4,,NA,NA,0,0,0,0,0,0,0,#DIV/0!,11.52,0,11.52,17.28,0,17.28,11.52,0,11.52,17.28,0,17.28,0,0,0,0.00%,0.00%,0,0,0,0,0,0,1,0,#DIV/0!,0,0,#DIV/0!,0,0,0,2683.5,#DIV/0!,0,0,#DIV/0!,"146,890,881.00","1,421,935.00",0.01,0,0,0,#DIV/0!,0,0,#DIV/0!,#DIV/0!,0,0,"4,371,843.00","4,915,344.00",1.12,"31,008.00",-1618518,#DIV/0!,,N / R,FY09,4,0,10.01,13.31,942.67,2.11,2.240089523,632.3962602,1618,1606.714286,626.7144455
315,Williamsburg,2179,2,James City Service Authority,C,U,South,Williamsburg,Virginia,VA,23197,USA,51830,Williamsburg,1419,48510,100,0,0,2,2,IB,2,0,0,21.32,21.32,0,31.98,31.98,0,0,20.94,20.94,0,31.42,31.42,0,42.26,42.26,0,63.4,63.4,8.83,4.84,8.62,54.81%,97.62%,1813.7,0,1813.7,50000,0,50000,1,50000,99.38082192,18474,609,0.032965248,0,19083,42,0,43.18333333,"130,220,650.00","35,950,422.00",0.28,"215,962,851.00","35,950,422.00",0.17,7024466,"5,739,600.00",3888395,0.82,"1,379,059.00","2,485,655.00","19,821.59","3,164.58",1,1,"12,279,796.00","10,953,522.00",0.89,"1,379,059.00",4855330,"1,732,400.00",Water only,FY09,FY09,2,1,14.91,10.68,"1,188.93",1.51,0.007613495,369.3146501,1620,2798,NA
316,Winnebago,7775,2,Town of Menasha Utility District,C,U,Midwest,Neenah,Wisconsin,WI,54956,USA,55139,Neenah,283.3,59862,79,0,21,2,,DB,3,0,6.4,25.74,32.14,6.4,38.6,45,0.17,0.65,30.75,31.4,0.65,47.02,47.67,7.05,56.49,63.54,7.05,85.62,92.67,0,2.7099,3.77,0.00%,0.00%,782.398,0,782.398,23640,0,23640,1,23640,90.67496465,7371,979,0.132817799,1,8351,10.28800011,0,76.04957153,"35,499,692.00","14,556,645.00",0.41,"71,050,227.00","26,430,515.00",0.37,4164954,"2,460,618.00",428741,0.59,0,"958,210.00","18,605.17","3,144.97",1,0,"6,754,814.00","4,839,105.00",0.72,"271,411.00",776868,#DIV/0!,Water only,CY09,CY09,2,1,6.43,12.41,660.43,2.91,0.162617368,70.19566057,1627,1260.477528,651.0215446
317,Winnebago,1098,1,Rockford City Water Division,C,U,Midwest,Rockford,Illinois,IL,61104,USA,17201,Rockford,559.8,49261,100,0,0,2,2,DB,3,0,7.96,19.51,27.47,7.96,29.26,37.22,0.27,0,0,0,0,0,0,7.96,19.51,27.47,7.96,29.26,37.22,60,19.895,28.763,33.16%,47.94%,5688.9,0,5688.9,160000,0,160000,0,160000,97.41267123,48643,4387,0.090187694,0,53030,72,0,79.0125,"195,610,813.00","65,811,386.00",0.34,"195,610,813.00","65,811,386.00",0.34,21671107,"13,290,296.00",3427706,0.61,"2,255,468.00","3,556,251.00","11,568.39","2,336.18",0,1,"21,671,107.00","13,290,296.00",0.61,"2,255,468.00",3556251,"9,130,000.00",Water only,CY09,N / R,1,1,8.76,13.82,892.69,2.72,0.744148704,10.21436969,1627,1260.477528,651.0215446
318,Woodbury,30069,1,"Sioux City, City of",C,U,Midwest,Sioux City,Iowa,IA,51103,USA,19193,Sioux City,117.5,48950,100,0,0,2,2,DB,3,0,8.72,16.1,24.82,8.72,24.15,32.87,0.36,0,0,0,0,0,0,8.72,16.1,24.82,8.72,24.15,32.87,30,13.75,27.05,45.83%,90.17%,4102.11,21.81,4123.92,85013,18634,103647,0,103647,109.0085671,26778,2694,0.100604974,3,29475,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,10990717,"8,144,496.00",2390461,0.74,0,"2,924,760.00",0,"1,974.94",1,1,"10,990,717.00","8,144,496.00",0.74,0,2924760,"8,790,050.00",Water only,FY09,N / R,1,1,9.01,14.59,725.35,5.22,8.283171713,10.97992956,1635,2709.927273,2114.315859
319,Wyandotte,1116,1,Kansas City Public Utilities Board,C,U,Midwest,Kansas City,Kansas,KS,66102,USA,20209,Kansas City,985.6,43172,10,90,0,1,1,DB,3,0,12.69,29.31,42,12.69,44.31,57,0.29,0,0,0,0,0,0,12.69,29.31,42,12.69,44.31,57,29.8,29.4,39,98.66%,130.87%,6525,344,6869,140000,6000,146000,1,146000,128.89848,46396,4220,0.090956117,4,50620,108,0,63.60185185,"226,962,327.00","113,271,926.00",0.5,"226,962,327.00","113,271,926.00",0.5,36159432,"23,943,305.00",6186557,0.66,"6,001,117.00","561,691.00","16,490.31","3,485.70",1,1,"36,159,432.00","23,943,305.00",0.66,"6,001,117.00",561691,"11,640,000.00",Water only,CY09,N / R,1,1,12.84,13.3,976.22,3.67,0.150052892,12.92304597,1646,1239.467949,331.1588727
